property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
5 bedroom house for sale in Loresho
","

Loresho, Westlands

",-,"
5
",-,"
House for Sale
",Cura International,"
KSh 165,000,000
"
"
Furnished 2 bedroom apartment for sale in Waiyaki Way
","

Off Waiyaki Way, Waiyaki Way, Westlands

",-,"
2
","








2

","
2 Bedroom Furnished Apartment for sale in West...
",Laser Property Services Ltd,"
KSh 12,500,000
"
"
4 bedroom townhouse for sale in Loresho
","

loresho, Loresho, Westlands

",-,"
4
","








3

","
Spectacular 4 bedroom for sale in Loresho
",Crystal Valuers LTD,"
KSh 45,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya Rd, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Off Plan 3 Bedroom Apartment for Sale in Kilele...
",Sky Limits Ventures,"
KSh 11,500,000
"
"
Land for sale in Gigiri
","

UN Crescent, Gigiri, Westlands

",-,-,-,"
LAND FOR SALE IN UN CRESCENT, GIGIRI, NAIROBI
",Knight Frank Kenya,"
KSh 70,000,000
"
"
5 bedroom villa for sale in Hill View
","

Cross Roads, Hill View, Westlands

",-,"
5
","








4

","
Hill View Bungalow
",Real Management Services(2002) Limited,"
KSh 90,000,000
"
"
3 bedroom apartment for sale in Embakasi Estate
","

Embakasi Estate, Embakasi

",-,"
3
",-,"
A Three Bedroom Condo for sale, Nyayo Embakasi...
",PMC Estates Limited,"
KSh 9,400,000
"
"
Land for sale in Nyari
","

Nyari, Westlands

",-,-,-,"
Prime Land For Sale In Nyari
",Halifax Estate Agency,"
KSh 240,000,000
"
"
4047 m² land for sale in Karen
","

Ololua Road, Karen, Langata

","
4047 m²
",-,-,"
1 acre development plot for sale in Karen
",Knight Frank Kenya,"
KSh 48,000,000
"
"
4 bedroom house for sale in Karen
","

Karen, Langata

",-,"
4
","








4

","
A lovely 4 bedroom house plus servant quarter i...
",Kiama Homes,"
KSh 75,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

",-,"
1
","








1

","
HEARTLAND GARDEN
",Heartland Homes Nairobi Co. Limited,"
KSh 5,000,000
"
"
3 bedroom apartment for sale in Rosslyn
","

 Two Rivers, Rosslyn, Westlands

","
95 m²
","
3
","








4

","
3 Bedroom Apartment
",26 Mzizi Court,"
KSh 9,600,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
","








2

","
 2 bedroom apartment for sale in lavington
",Sarabi Realty Group,"
KSh 8,000,000
"
"
1.14 ac residential land for sale in Runda
","

Ruaka Road, Runda, Runda, Westlands

","
1 ac
",-,-,"
1.14 Acres Runda - For Sale
",Cynosure Africa Investment,"
KSh 170,000,000
"
"
0.74 ac land for sale in Lavington
","

Manyani East Road, Lavington, Dagoretti North

",-,-,-,"
Prime Redevelopment Property for Sale
",Knight Frank Kenya,"
KSh 130,000,000
"
"
9308 m² land for sale in Upper Hill
","

Upper Hill, Langata

","
9308 m²
",-,-,"
PRIME 2.3 ACRES IN UPPERHILL FOR SALE
",Gimco Limited,"
KSh 620,000,000
"
"
0.5 ac residential land for sale in Karen
","

Karen, Langata

",-,-,-,"
0.5 of an Acre plot for sale in karen
",Kenya Classic Homes,"
KSh 35,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Laikipia Road, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
 AVIC PARK
",Avic Park,"
KSh 25,000,000
"
"
Furnished office for sale in Riverside
","

Riverside, Westlands

",-,-,-,"
Furnished Executive Office Block For Sale In Ri...
 ",Riverdale Properties,"
KSh 65,000,000
"
"
5 bedroom house for sale in Kyuna
","

Nairobi, Kyuna, Westlands

","
4500 ft²
","
5
","








5

","
5 Bedroom House For Sale & Rent In Kyuna
",Coral Property International Ltd,"
KSh 58,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
40 m²
","
1
","








1

","
Studio Apartment for Sale in Kilimani Nairobi
",Sky Limits Ventures,"
KSh 4,300,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








3

","
4 Bedroom Apartment For Sale
",Origin Homes,"
KSh 17,000,000
"
"
4 bedroom house for sale in Spring Valley
","

Peponi Road, Spring Valley, Westlands

","
450 m²
","
4
","








5

","
Peponi house for sale
",Greenday Properties,"
KSh 65,000,000
"
"
5 bedroom house for sale in Parklands
","

Off 2nd Parklands, Parklands, Westlands

",-,"
5
","








3

","
Townhouse For Sale With Separate Title On 0.125...
",Coral Property International Ltd,"
KSh 45,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








1

","
PERFECT STARTER APARTMENT
",Olympia Gold Real Estate,"
KSh 11,500,000
"
"
Studio apartment for sale in Kileleshwa
","

1221w, Kileleleshwa, Near Bypass., Kileleshwa, Dagoretti North

","
515 ft²
","
0
","








1

","
A new wave of modern living; luxurious studios...
",Ace Realtors Limited,"
KSh 8,600,000
"
"
5 bedroom villa for sale in Karen
","

BOGANI ROAD, KASUKU DRIVE, Karen, Langata

",-,"
5
","








6

","
IMMACULATE BOGANI VILLAS | KASUKU DRIVE, KAREN
",Sunland Real Estates Limited,"
KSh 75,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

",-,"
2
","








1

","
2 Bedroom Apartments for Sale At Heartland Gard...
",Royani Properties Limited,"
KSh 9,500,000
"
"
Commercial land for sale in South C
","

South C, Langata

",-,-,-,"
DEVELOPMENT LAND, SOUTH C
",Citiscape Valuers & Estate Agents Ltd,"
KSh 70,000,000
"
"
Land for sale in Runda
","

Soraya Close, Runda, Westlands

",-,-,-,"
LAND FOR SALE IN SORAYA CLOSE, NAIROBI
",Knight Frank Kenya,"
KSh 36,000,000
"
"
0.1 ha commercial property for sale in Kasarani Area
","

Kasarani Area, Kasarani

",-,"
2
","








1

","
Kasarani Block of Spacious 1 and 2 Bedroom Apar...
",Afrique Properties Limited,"
KSh 150,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

RING ROAD, RING ROAD, Kileleshwa, Dagoretti North

",-,"
4
","








5

","
4 BEDROOMS ALL EN-SUITE FOR SALE AT KILELESHWA
",Sunland Real Estates Limited,"
KSh 25,000,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road, Kiambu Road

",-,"
3
","








3

","
3 Bedrooms Townhouses For Sale in Kiambu Road
",Simkar Group Limited,"
KSh 36,999,998
"
"
5 bedroom house for sale in Garden Estate
","

Garden Court, Garden Estate, Roysambu

",-,"
5
","








5

","
5 Bedrooms Spacious House For Sale in Garden Es...
",Simkar Group Limited,"
KSh 70,000,000
"
"
32000 ft² warehouse for sale in Industrial Area
","

Industrial Area, Embakasi

","
32000 ft²
",-,-,"
32000 ft² warehouse for sale in Industrial Area
",Dunhill Consulting Limited,"
KSh 210,000,000
"
"
Studio apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
0
",-,"
One Bedroom Apartments For Sale
",Citiscape Valuers & Estate Agents Ltd,"
KSh 4,000,000
"
"
Studio apartment for sale in Lavington
","

Olendume road, Valley heights, Lavington, Dagoretti North

","
29 m²
","
0
","








1

","
Valley heights apartments-studio,1 & 2 Bedroom...
",Crystal Valuers LTD,"
KSh 3,900,000
"
"
Studio apartment for sale in Kileleshwa
","

kileleshwa, kileleshwa, Kileleshwa, Dagoretti North

",-,"
0
","








1

","
LUXURIOUS AFFLUENT APARTMENTS
",Space Lux Ltd,"
KSh 4,800,000
"
"
0.25 ac land for sale in Ruai
","

Ruai, Kasarani

",-,-,-,"
Land for sale in Ruai
",Wairimu Homes,"
KSh 2,000,000
"
"
2 bedroom apartment for sale in Waiyaki Way
","

924M, Kabarserian Avenue, Near Kianda School, Waiyaki Way, Westlands

","
1650 ft²
","
2
","








2

","
Elegant two bedroom apartment well situated nea...
",Ace Realtors Limited,"
KSh 10,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








1

","
Moon Valley Apartments
",VAAL Real Estate,"
KSh 9,000,000
"
"
3 bedroom apartment for sale in Parklands
","

City, Parklands, Westlands

","
2000 ft²
","
3
","








2

","
3bedroom apartment for sale in Parklands
",SXERP REAL ESTATE,"
KSh 14,000,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Sports Road, Rhapta Road, Westlands

",-,"
3
","








3

","
3 Bedroom Apartment For Sale On Sports Rd, West...
",Coral Property International Ltd,"
KSh 24,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
 3
","








3

","
Newly built 3 brdroom apartment for sale .
",Wilnas Property Ltd,"
KSh 16,500,000
"
"
4 bedroom townhouse for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
4
","








4

","
5 Bedroom Townhouse For Sale On Lower Kabete
",Coral Property International Ltd,"
KSh 55,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
",-,"
One Bedroom Apartments FC plus servant Quarter...
",PMC Estates Limited,"
KSh 7,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Othaya Road, Kileleshwa, Dagoretti North

",-,"
1
","








1

","
Studio For Sale in Kileleshwa
",Apogee Realty Homes,"
KSh 4,200,000
"
"
7 bedroom house for sale in Brookside
","

Nairobi, Brookside, Westlands

",-,"
7
",-,"
0.125 Acre Plot For sale with an existing house...
",Coral Property International Ltd,"
KSh 75,000,000
"
"
Residential land for sale in Karen
","

Karen, Langata

",-,-,-,"
Half acre plot is available for sale in Karen
",Kiama Homes,"
KSh 30,000,000
"
"
4 bedroom townhouse for sale in Parklands
","

Ngao Road, Parklands, Westlands

","
162 m²
","
4
","








3

","
4 bedroom townhouse for sale in Parklands (Keny...
",Pam Golding Properties,"
KSh 23,500,000
"
"
0.125 ac land for sale in Kiambu Road
","

Migaa, Kiambu Road, Kiambu Road

",-,-,-,"
1/8-ACRE PLOT FOR SALE IN MIGAA ESTATE
",Mahalo Properties Limited,"
KSh 5,300,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Siaya Road, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment For Sale On Siaya Road
",Coral Property International Ltd,"
KSh 17,000,000
"
"
5 bedroom villa for sale in Kileleshwa
","

Near Valley Arcade, Kileleshwa, Dagoretti North

",-,"
5
","








5
 
","
A stylish 5 bedroom all en suite Villa + Dsq fo...
",Yellow Market,"
KSh 55,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

",-,"
3
","








4

","
Executive 3 Bedroom Apartment with DSQ for sale...
 ",Sky Limits Ventures,"
KSh 23,000,000
"
"
Commercial property for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
Mombasa Road 10,266 sqft Go-Down for sale at 11...
",Phillavilla,"
KSh 115,000,000
"
"
1080 m² residential land for sale in Runda
","

Runda, Westlands

","
1080 m²
",-,-,"
Residential Land for sale
",Nickville Shelters,"
KSh 19,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Gatundu Road, Kileleshwa, Dagoretti North

","
45 m²
","
1
","








1

","
Gatundu Heights-1 bedroom
",XIZI OTIS CO.LTD,"
KSh 4,500,000
"
"
9308 m² commercial land for sale in Upper Hill
","

Upper Hill, Langata

","
9308 m²
",-,-,"
2.3 Acres Touching Elgon Road Upperhill
",GerryVille Homes,"
KSh 470,000,000
"
"
4 bedroom townhouse for sale in North Muthaiga
","

North Muthaiga, Muthaiga

",-,"
4
","








4

","
Four Bedrooms Townhouse For Sale In Muthaiga No...
",Mimshakh Dunamis Global Ltd,"
KSh 39,000,000
"
"
95 ac land for sale in Thika Road
","

Thika-Gatura road, Thika Road, Thika Road

","
95 ac
",-,-,"
95-ACRES FOR SALE ALONG THIKA-GATURA ROAD
",Mahalo Properties Limited,"
KSh 855,000,000
"
"
0.5 ac land for sale in Karen
","

Karen Brooks, Karen, Langata

",-,-,-,"
0.5 Acre Land for Sale on Karen Brooks Road
",Knight Frank Kenya,"
KSh 45,000,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Kilimani, Ngong Road, Ngong Road

","
129 m²
","
2
","








3

","
A brand new 2bedroom plus a Dsq (all en suite)...
",Yellow Market,"
KSh 11,000,000
"
"
2023 m² residential land for sale in Lavington
","

Njumbi Rd, Lavington, Dagoretti North

","
2023 m²
",-,-,"
Prime 0.5 acres for sale in lavington nairobi
",Sky Limits Ventures,"
KSh 95,000,000
"
"
10200 ft² warehouse for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

","
10200 ft²
",-,-,"
10200 ft² warehouse for sale in Mombasa Road
",Dunhill Consulting Limited,"
KSh 52,000,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands

","
186 m²
","
3
","








3

","
3 bedrooms all enuite in westland for quick s...
",Kenya Classic Homes,"
KSh 16,000,000
"
"
5 bedroom house for sale in Kahawa Sukari
","

Thika Superhighway, Kahawa Sukari, Roysambu

",-,"
5
","








4

","
Very spacious 5 bedroom maisonette at Kahawa Su...
",Kleber Limited,"
KSh 25,000,000
"
"
1 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
50 m²
","
1
","








1

","
1 Bedroom Apartment At Valley Arcade, Lavington
",Jakharris Africa Ltd,"
KSh 5,000,000
"
"
4 bedroom house for sale in Ridgeways
","

Ridgeways, Ridgeways

",-,"
4
",-,"
Ridgeways Massionate For sale – 90M
 ",Lyons Properties,"
KSh 90,000,000
"
"
Commercial property for sale in Industrial Area
","

Industrial Area, Embakasi

",-,-,-,"
COMMERCIAL GO-DOWN FOR SALE – COMMERCIAL STREET
",Halifax Estate Agency,"
KSh 290,000,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
2
","








2

","
2bedroom apartment for sale in Mombasa
",Canaan Properties,"
KSh 5,600,000
"
"
5 bedroom house for sale in Karen
","

Miotoni Ln, Karen, Langata

",-,"
5
","








6

","
Cozy Charming Mansion with timeless flair
",Ardhi Lords Management,"
KSh 65,000,000
"
"
0.0423 ha commercial property for sale in Parklands
","

WANGAPALA ROAD, WANGAPALA ROAD, Parklands, Westlands

",-,-,-,"
REDEVELOPMENT COMMERCIAL PLOT AT PARK LANDS
",Sunland Real Estates Limited,"
KSh 100,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
40 m²
","
1
","








1

","
1 Bedroom Apartment For Sale in Kilimani
",Nuru Breeze Homes Realty Limited,"
KSh 4,500,000
"
"
2 bedroom apartment for sale in Rosslyn
","

Two Rivers, Rosslyn, Westlands

","
69 m²
","
2
","








2

","
2 Bedroom Apartment
",26 Mzizi Court,"
KSh 7,300,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
85 m²
","
2
","








2

","
Affordable studios, one and twos
",Round The Clock Homes,"
KSh 7,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for Sale in Kilimani Nairob...
",Sky Limits Ventures,"
KSh 7,500,000
"
"
4 bedroom apartment for sale in South B
","

South B, Langata

",-,"
4
",-,"
Fairfax courts 4 bedrooms apartment for sale ,...
",Jiidhe Limited,"
KSh 14,000,000
"
"
1 ac land for sale in Karen
","

Muteero, Karen, Langata

","
1 ac
",-,-,"
1 Acre Plot For Sale in Karen/Kerarapon
",Simkar Group Limited,"
KSh 55,000,000
"
"
3602 m² land for sale in Hurlingham
","

Hurlingham, Dagoretti North

","
3602 m²
",-,-,"
ONE ACRE FOR SALE AT HURLINGHAM SHOPPING CENTRE
",Gimco Limited,"
KSh 800,000,000
"
"
0.57 ac land for sale in Kileleshwa
","

Vihiga Road, Kileleshwa, Dagoretti North

",-,-,-,"
Prime 0.578 acre vacant development site for sa...
",Knight Frank Kenya,"
KSh 120,000,000
"
"
3 bedroom house for sale in South C
","

South C, Langata

",-,"
3
","








2

","
3bedroom Maisonette For Sale South C
",Unique Listings Limited,"
KSh 18,500,000
"
"
2 bedroom apartment for sale in Runda
","

101w, Two Rivers, Limuru Road, Runda, Runda, Westlands

","
743 ft²
","
2
","








3

","
First affordable two-bedroom housing project wi...
",Ace Realtors Limited,"
KSh 6,000,000
"
"
3 bedroom apartment for sale in Lavington
","

1126e, Off Gitanga Road, Lavington Green, Lavington, Dagoretti North

","
1800 ft²
","
3
","








3

","
Elegant three bedroom ground floor apartment; L...
",Ace Realtors Limited,"
KSh 21,000,000
"
"
Residential land for sale in Karen
","

Maasai Road, Karen, Langata

",-,-,-,"
Prime Land 0.5 Acre
",Bilem Consultants,"
KSh 35,000,000
"
"
32376 m² residential land for sale in Utawala
","

Utawala, Embakasi

","
32376 m²
",-,-,"
Utawala Near Leakwood Academy
",Landmark Realtors Ltd,"
KSh 16,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








3

","
4 bedroom Maisonette in Lavington
",Walcott Realtors,"
KSh 40,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
3
","








3

","
Ngong Road 3 bedroom apartment for sale at 13.5...
",Phillavilla,"
KSh 13,500,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
36 m²
","
1
","








1

","
ONE BEDROOM FOR SALE 4.5M
",Round The Clock Homes,"
KSh 4,500,000
"
"
Land for sale in Karen
","

Karen, Langata

",-,-,-,"
PRIME 1 ACRE FOR SALE – KAREN
",PMC Estates Limited,"
KSh 65,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
","








2

","
2 BEDROOM APARTMENT FOR SALE IN LAVINGTON
",Royal Gate properties Kenya,"
KSh 9,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Convent Drive, Lavington, Dagoretti North

",-,"
5
","








6

","
5 Bedrooms Townhouse
",Rockfield Management Ltd,"
KSh 85,000,000
"
"
4 bedroom townhouse for sale in Loresho
","

Waiyaki Way, Loresho, Westlands

",-,"
4
","








3

","
4bedroom Townhouse With A Dsq For Sale
",Unique Listings Limited,"
KSh 25,500,000
"
"
0.25 ac commercial land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
 Industrial plot 1/4 Acres for sale Mombasa road
",Standard Shelters Limited,"
KSh 20,000,000
"
"
5 bedroom townhouse for sale in Kyuna
","

Kyuna Crescent, Kyuna, Westlands

",-,"
5
","








5

","
5 Bedroom All En-suite Lovely Townhouses For Sa...
",Simkar Group Limited,"
KSh 52,000,000
"
"
4 bedroom villa for sale in Shade Zone
","

Shade Zone, Ngong

",-,"
4
","








4

","
Homely exquisite 4bedroom Villa on sale in Ker...
",Canaan Properties,"
KSh 32,000,000
"
"
5 bedroom house for sale in Riverside
","

Riverside, Westlands

",-,"
5
","








4

","
5 Bedroom Beautiful Townhouse
",Amuti Services Ltd,"
KSh 55,000,000
"
"
Land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
A HALF AN ACRE PIECE OF LAND WITH A DRIVE THROU...
",Ricville Properties,"
KSh 35,000,000
"
"
Land for sale in Parklands
","

Kolobot, Parklands, Westlands

",-,-,-,"
1.7 Acre for sale Ngara/ Parklands
",Apricot Property Solutions Limited,"
KSh 430,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Agwings Kodhek, Lavington, Dagoretti North

",-,"
2
","








3

","
2 bedroom apartment for sale in Lavington
",Calmillers Holding Ltd,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Ruaraka
","

Next to USIU, Ruaraka, Ruaraka

",-,"
3
","








2

","
3Br Aprt For Sale in Morningside Apartments Rua...
",Apogee Realty Homes,"
KSh 14,000,000
"
"
0.5 ac residential land for sale in Karen
","

09, Muteero rise, Karen, Langata

",-,-,-,"
 1/2 acre for sale in Karen Muteero rise
",Highmack Enterprises,"
KSh 34,000,000
"
"
2 bedroom apartment for sale in Baraka/Nyayo
","

Baraka/Nyayo, Embakasi

",-,"
2
",-,"
Two Bedroom for Sale in Nyayo Highrise
",PMC Estates Limited,"
KSh 4,200,000
"
"
4047 m² residential land for sale in Kitisuru
","

Kitisuru, Westlands

","
4047 m²
",-,-,"
1 ACRE LAND IN KITISURU, WESTLANDS
",Allionè Real Estate,"
KSh 95,000,000
"
